time	V(logic)	V(signal_in)	V(signal_out)	V(vc)
4.329609016666007e-007	1.000000e+000	-3.676252e-001	4.052127e-001	1.356252e-002
4.346698860416007e-007	1.000000e+000	-4.059570e-001	3.962051e-001	1.357979e-002
4.363788704166007e-007	1.000000e+000	-4.442213e-001	3.793882e-001	1.359219e-002
4.380878547916007e-007	1.000000e+000	-4.824120e-001	3.553226e-001	1.359957e-002
4.397968391666007e-007	1.000000e+000	-5.205225e-001	3.245918e-001	1.360186e-002
4.415058235416007e-007	1.000000e+000	-5.585466e-001	2.877959e-001	1.359901e-002
4.432148079166008e-007	1.000000e+000	-5.964780e-001	2.455518e-001	1.359101e-002
4.449237922916008e-007	1.000000e+000	-6.343103e-001	1.985027e-001	1.357793e-002
4.466327766666008e-007	1.000000e+000	-6.720373e-001	1.473266e-001	1.355986e-002
4.483417610416008e-007	1.000000e+000	-7.096528e-001	9.272442e-002	1.353695e-002
4.500507454166008e-007	1.000000e+000	-7.471504e-001	3.538628e-002	1.350941e-002
4.517597297916008e-007	1.000000e+000	-7.845240e-001	-2.404324e-002	1.347744e-002
4.534687141666008e-007	1.000000e+000	-8.217672e-001	-8.498620e-002	1.344124e-002
4.551776985416009e-007	1.000000e+000	-8.588741e-001	-1.469376e-001	1.340100e-002
4.568866829166009e-007	1.000000e+000	-8.958384e-001	-2.094634e-001	1.335691e-002
4.585956672916009e-007	1.000000e+000	-9.326539e-001	-2.721955e-001	1.330916e-002
4.603046516666009e-007	1.000000e+000	-9.693146e-001	-3.348254e-001	1.325788e-002
4.620136360416009e-007	1.000000e+000	-1.005814e+000	-3.970968e-001	1.320325e-002
4.637226204166009e-007	1.000000e+000	-1.042147e+000	-4.587996e-001	1.314538e-002
4.654316047916009e-007	1.000000e+000	-1.078307e+000	-5.197635e-001	1.308442e-002
4.671405891666010e-007	1.000000e+000	-1.114287e+000	-5.798522e-001	1.302048e-002
4.722675422916010e-007	1.000000e+000	-1.221096e+000	-7.539121e-001	1.281183e-002
4.739765266666010e-007	1.000000e+000	-1.256301e+000	-8.096510e-001	1.273700e-002
4.756855110416010e-007	1.000000e+000	-1.291297e+000	-8.641835e-001	1.265967e-002
4.773944954166010e-007	1.000000e+000	-1.326079e+000	-9.174876e-001	1.257992e-002
4.791034797916010e-007	1.000000e+000	-1.360641e+000	-9.695496e-001	1.249784e-002
4.808124641666010e-007	1.000000e+000	-1.394977e+000	-1.020362e+000	1.241349e-002
4.825214485416010e-007	1.000000e+000	-1.429082e+000	-1.069921e+000	1.232696e-002
4.842304329166011e-007	1.000000e+000	-1.462949e+000	-1.118227e+000	1.223831e-002
4.859394172916011e-007	1.000000e+000	-1.496573e+000	-1.165285e+000	1.214761e-002
4.876484016666011e-007	1.000000e+000	-1.529949e+000	-1.211100e+000	1.205492e-002
4.893573860416011e-007	1.000000e+000	-1.563071e+000	-1.255682e+000	1.196033e-002
4.910663704166011e-007	1.000000e+000	-1.595933e+000	-1.299046e+000	1.186387e-002
4.927753547916011e-007	1.000000e+000	-1.628530e+000	-1.341212e+000	1.176563e-002
4.944843391666012e-007	1.000000e+000	-1.660857e+000	-1.382203e+000	1.166564e-002
4.961933235416012e-007	1.000000e+000	-1.692908e+000	-1.422049e+000	1.156397e-002
4.996112922916012e-007	1.000000e+000	-1.756162e+000	-1.498448e+000	1.135573e-002
5.047382454166012e-007	1.000000e+000	-1.848843e+000	-1.605455e+000	1.103171e-002
5.113300422916013e-007	1.000000e+000	-1.964556e+000	-1.727340e+000	1.059461e-002
5.179218391666014e-007	1.000000e+000	-2.074777e+000	-1.843813e+000	1.013754e-002
5.245136360416014e-007	1.000000e+000	-2.179506e+000	-1.954872e+000	9.660500e-003
5.311054329166015e-007	1.000000e+000	-2.278742e+000	-2.060519e+000	9.163498e-003
5.376972297916016e-007	1.000000e+000	-2.372486e+000	-2.160753e+000	8.646529e-003
5.442890266666016e-007	1.000000e+000	-2.460738e+000	-2.255574e+000	8.109594e-003
5.508808235416016e-007	1.000000e+000	-2.543498e+000	-2.344983e+000	7.552693e-003
5.606464485416018e-007	1.000000e+000	-2.654593e+000	-2.478863e+000	6.683382e-003
5.704120735416018e-007	1.000000e+000	-2.750254e+000	-2.598428e+000	5.791978e-003
5.801776985416019e-007	1.000000e+000	-2.830480e+000	-2.703677e+000	4.878478e-003
5.899433235416020e-007	1.000000e+000	-2.895273e+000	-2.794612e+000	3.942884e-003
5.997089485416021e-007	1.000000e+000	-2.944632e+000	-2.871231e+000	2.985196e-003
6.094745735416022e-007	1.000000e+000	-2.978556e+000	-2.933535e+000	2.005413e-003
6.192401985416023e-007	1.000000e+000	-2.997047e+000	-2.981524e+000	1.003536e-003
6.226581672916023e-007	1.000000e+000	-2.999486e+000	-2.993443e+000	6.567806e-004
6.241184245835907e-007	1.000000e+000	-2.999932e+000	-2.997921e+000	5.085840e-004
6.244554233305022e-007	1.000000e+000	-2.999974e+000	-2.998893e+000	4.743815e-004
6.245516683374513e-007	1.000000e+000	-2.999982e+000	-2.999166e+000	4.646134e-004
6.247441583513495e-007	1.000000e+000	-2.999995e+000	-2.999709e+000	4.450774e-004
6.247451583513495e-007	1.000000e+000	-2.999995e+000	-2.999712e+000	4.449759e-004
6.247471583513496e-007	1.000000e+000	-2.999995e+000	-2.999717e+000	4.447729e-004
6.247511583513497e-007	1.000000e+000	-2.999995e+000	-2.999728e+000	4.443669e-004
6.247591583513499e-007	1.000000e+000	-2.999995e+000	-2.999751e+000	4.435550e-004
6.247751583513504e-007	1.000000e+000	-2.999996e+000	-2.999795e+000	4.419312e-004
6.248071583513512e-007	1.000000e+000	-2.999997e+000	-2.999885e+000	4.386835e-004
6.248711583513530e-007	1.000000e+000	-2.999999e+000	-3.000063e+000	4.321880e-004
6.248729999999964e-007	1.000000e+000	-2.999999e+000	-3.000068e+000	4.320011e-004
6.248766832972833e-007	1.000000e+000	-2.999999e+000	-3.000078e+000	4.316273e-004
6.248840498918571e-007	1.000000e+000	-2.999999e+000	-3.000099e+000	4.308797e-004
6.248987830810046e-007	1.000000e+000	-2.999999e+000	-3.000139e+000	4.293844e-004
6.249282494592996e-007	1.000000e+000	-3.000000e+000	-3.000221e+000	4.263938e-004
6.249420672434099e-007	1.000000e+000	-3.000000e+000	-3.000259e+000	4.249915e-004
6.249697028116305e-007	1.000000e+000	-3.000000e+000	-3.000336e+000	4.221867e-004
6.249707028116305e-007	1.000000e+000	-3.000000e+000	-3.000338e+000	4.220853e-004
6.249727028116306e-007	1.000000e+000	-3.000000e+000	-3.000344e+000	4.218823e-004
6.249767028116307e-007	1.000000e+000	-3.000000e+000	-3.000355e+000	4.214763e-004
6.249847028116309e-007	1.000000e+000	-3.000000e+000	-3.000377e+000	4.206644e-004
6.249859999999996e-007	1.000000e+000	-3.000000e+000	-3.000381e+000	4.205327e-004
6.249885943767368e-007	1.000000e+000	-3.000000e+000	-3.000388e+000	4.202694e-004
6.249937831302114e-007	1.000000e+000	-3.000000e+000	-3.000402e+000	4.197428e-004
6.249947831302114e-007	1.000000e+000	-3.000000e+000	-3.000405e+000	4.196413e-004
6.249967831302114e-007	1.000000e+000	-3.000000e+000	-3.000410e+000	4.194384e-004
